468.84,62.184,75.262,-9.8042,7.85845,33.633,37.25,37.128,36.922,34.928,64.09,69.438,68.258,72.008,70.133,82.42,82.843,82.897,79.127,82.614,25.682,46.6525,60,36.5225,9.97075,2.2778,2.4458,273.48,277.41
468.13,61.116,74.094,-9.8042,7.49345,33.639,37.26,37.133,36.912,34.928,64.1075,70.596,68.208,71.965,69.639,82.544,82.865,82.915,78.978,82.566,25.629,45.3425,60,36.4495,10.3465,2.5019,2.4458,274.02,277.68
466.55,61.271,74.108,-9.8042,7.3791,33.644,37.27,37.137,36.903,34.928,64.125,69.461,68.22,72.674,71.158,82.668,82.888,82.933,78.602,82.626,25.575,45.4055,60,36.187,8.91705,2.3144,2.5306,267.26,277.96
467.29,61.427,74.967,-9.8042,7.6594,33.65,37.28,37.142,36.893,34.927,64.658,69.271,68.824,74.1,70.59,82.792,82.91,82.951,78.969,82.686,25.522,46.4265,60,35.6085,10.1205,1.9775,2.5115,257.7,271.88
467.42,62.123,74.999,-9.8042,7.80615,33.655,37.29,37.147,36.884,34.927,64.457,70.287,68.223,74.564,71.732,82.917,82.933,82.969,79.339,82.746,25.468,46.346,60,35.4325,9.65715,2.1594,2.4236,263.48,268.96
468.2,62.061,76.246,-9.8042,7.69205,33.661,37.3,37.152,36.9,34.927,64.531,69.982,68.006,74.271,69.793,83.041,82.945,82.987,79.113,82.806,25.421,46.72,60,35.6575,9.2438,2.3941,2.5243,272.86,277.32
467.49,61.999,73.793,-9.8042,7.69555,33.667,37.31,37.157,36.919,34.926,64.602,70.019,68.793,74.305,70.768,83.562,82.928,83.005,79.231,82.866,25.407,45.6835,60,35.729,9.8826,2.5981,2.5304,275.62,279.47
466.8,60.956,74.477,-9.8042,7.4436,33.672,37.32,37.162,36.938,34.926,64.887,70.291,67.602,72.98,71.691,84.252,82.912,83.023,79.313,82.937,25.393,45.6895,60,35.7795,8.9558,2.3706,2.4605,270.35,273.54
466.45,61.489,74.978,-9.8042,7.56415,33.678,37.33,37.167,36.958,34.925,64.96,69.25,68.679,73.145,72.414,84.883,82.896,83.041,78.928,83.026,25.379,46.177,60,35.589,10.484,2.3674,2.3212,262.4,270.53
467.82,62.417,74.799,-9.8042,7.80455,33.683,37.34,37.172,36.977,34.925,64.059,70.48,68.738,72.375,71.305,84.377,82.88,83.059,79.414,83.115,25.365,46.1415,60,35.9185,9.6304,2.2749,2.541,268.72,272.74
467.61,62.277,74.62,-9.8042,7.51895,33.689,37.35,37.177,36.997,34.929,63.85,69.244,68.797,71.465,69.822,83.87,82.863,83.077,79.212,83.204,25.392,46.1055,60,36.074,10.056,2.3537,2.6166,269.12,281.23
465.92,61.412,74.799,-9.8042,7.46255,33.694,37.36,37.181,37.016,34.961,64.918,70.254,68.785,72.92,70.957,83.43,82.847,83.094,79.009,83.293,25.434,46.104,60,35.485,9.7841,2.445,2.697,269.52,279.86
466.59,61.644,75.467,-9.8042,7.72695,33.7,37.37,37.186,37.036,34.994,63.813,70.326,68.053,73.359,70.678,83.09,82.831,83.112,78.967,83.367,25.477,46.2205,60,35.4455,8.9307,2.4369,2.437,266.72,274.72
466.61,62.6,75.422,-9.8042,7.90845,33.705,37.381,37.191,37.055,35.026,63.841,70.147,68.843,71.371,71.244,82.749,82.815,83.13,78.793,83.303,25.519,46.77,60,35.178,10.0186,2.2769,2.5066,271.9,278.19
468.34,62.513,75.377,-9.8042,7.8085,33.711,37.391,37.196,37.074,35.059,63.813,69.912,68.707,71.684,70.848,82.408,82.799,83.148,78.559,83.24,25.562,46.706,60,36.224,10.083,2.6285,2.7129,283.42,282.45
467.64,62.426,74.137,-9.8042,7.60165,33.716,37.401,37.201,37.094,35.091,64.093,69.878,68.571,71.477,70.285,82.068,82.782,83.16,79.095,83.177,25.605,46.13,60,36.675,10.219,2.6337,2.6181,278.92,278.1
465.92,61.693,75.13,-9.8042,7.58325,33.722,37.411,37.206,37.113,35.123,64.34,69.801,68.435,71.82,70.992,82.276,82.888,83.15,78.848,83.113,25.647,46.62,60,36.344,10.507,2.368,2.5338,273.53,276.7
467.47,61.647,74.957,-9.8042,7.77235,33.727,37.421,37.211,37.133,35.156,64.109,69.824,68.891,72.064,71.084,82.667,82.793,83.139,79.046,83.083,25.754,46.6275,60,35.4335,10.0955,2.4901,2.2769,272.5,274.83
467.67,62.412,74.783,-9.8042,7.78765,33.733,37.431,37.216,37.152,35.188,64.254,71.051,67.68,72.482,70.311,83.058,82.913,83.129,78.995,83.099,25.885,46.4555,60,35.4515,9.99525,2.1231,2.4028,271.64,276.56
468.38,62.425,74.61,-9.8042,7.6218,33.738,37.441,37.221,37.171,35.22,64.158,69.82,67.605,73.074,71.539,83.448,82.995,83.119,78.895,83.114,26.017,45.962,60,36.501,9.2187,2.5012,2.4749,279.32,278.56
467.77,61.605,75.691,-9.8042,7.3791,33.744,37.451,37.225,37.191,35.253,64.061,69.622,67.877,73.18,70.977,83.49,83.077,83.109,79.022,83.13,25.672,46.771,60,36.1875,10.1935,2.4968,2.5467,277.89,279.15
467.84,61.7,75.033,-9.8042,7.5911,33.744,37.461,37.23,37.21,35.285,65.07,70.652,68.926,73.168,70.828,83.434,83.21,83.098,78.871,83.146,25.704,46.1345,60,36.4955,10.131,2.2896,2.3414,273.9,272.67
466.09,62.614,75.302,-9.8042,7.7201,33.646,37.471,37.235,37.23,35.317,65.201,69.869,67.619,72.605,70.793,83.379,83.198,83.088,78.929,83.162,25.737,46.3025,60,35.642,9.99935,2.3795,2.3546,277.57,275.54
470.8,62.164,76.627,-9.8042,7.93285,33.547,37.481,37.24,37.249,35.35,64.23,69.949,68.591,73.66,70.953,83.324,83.046,83.078,78.721,83.178,25.769,47.764,60,35.7955,9.7926,2.5537,2.4072,281.51,277.24
468.16,63.122,74.186,-9.8042,8.1964,33.449,38.391,38.429,38.567,36.182,64.129,70.115,68.408,75.512,71.18,83.268,83.095,83.068,78.514,83.193,26.33,45.6915,60,35.84,9.6173,2.3967,2.6558,276.89,277.66
466.55,61.143,74.926,-9.8042,7.28925,33.473,36.064,36.647,36.518,34.722,64.143,69.109,68.225,72.705,69.637,83.213,83.256,83.058,78.636,83.209,26.477,46.256,60,35.695,9.0679,2.628,2.7323,285.07,285.63
466.45,61.742,75.852,-9.8042,7.70175,33.531,37.319,36.732,36.602,34.814,64.222,70.491,68.881,72.211,71.566,83.157,83.063,83.049,78.506,83.225,25.586,46.845,60,35.715,9.9054,2.8083,2.3921,281.34,273.2
467.15,62.768,74.869,-9.8042,7.96285,33.588,37.305,36.818,36.685,34.906,64.375,70.465,68.275,73.947,69.656,83.102,83,83.051,78.514,83.241,26.24,46.082,60,36.6405,9.93045,2.0553,2.3813,271.91,271.98
468.7,61.695,74.357,-9.8042,7.31725,33.646,37.291,36.854,36.733,34.946,62.934,70.439,68.332,71.846,70.857,83.047,82.937,83.052,78.431,83.257,26.263,46.0015,60,36.182,10.51,2.5324,2.493,280.26,278.69
467.18,60.666,74.301,-9.8042,7.32165,33.686,37.277,36.868,36.744,34.921,64.153,70.34,68.39,72.797,70.514,82.991,82.874,83.054,78.816,83.272,25.681,45.687,60,35.9555,8.9928,2.615,2.5434,279.76,275.27
465.53,61.4,75.176,-9.8042,7.3849,33.67,37.263,36.883,36.756,34.896,64.406,70.369,68.447,72.695,71.088,82.936,82.811,83.056,78.934,83.288,25.617,45.7795,60,35.9325,9.8186,2.2024,2.4012,267.96,269.35
